#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-08-03;Soudan du sud;2429;46;1175;1.89;48.37;49.73
2020-08-03;Sao Tomé-et-Principe;874;15;787;1.72;90.05;8.24
2020-08-03;El Salvador;17843;477;8809;2.67;49.37;47.96
2020-08-03;Syrie;847;46;268;5.43;31.64;62.93
2020-08-03;Eswatini;2838;45;1253;1.59;44.15;54.26
2020-08-03;Tchad;936;75;814;8.01;86.97;5.02
2020-08-03;Togo;976;19;663;1.95;67.93;30.12
2020-08-03;Thaïlande;3320;58;3142;1.75;94.64;3.61
2020-08-03;Tadjikistan;7538;61;6317;0.81;83.80;15.39
2020-08-03;Timor-Leste;24;0;24;0.00;100.00;0.00
2020-08-03;Tunisie;1565;51;1225;3.26;78.27;18.47
2020-08-03;Turquie;233851;5747;217497;2.46;93.01;4.54
2020-08-03;Trinité-et-Tobago;182;8;135;4.40;74.18;21.43
2020-08-03;Taïwan;474;7;441;1.48;93.04;5.49
2020-08-03;Tanzanie;509;21;183;4.13;35.95;59.92
2020-08-03;Ukraine;74781;1762;41097;2.36;54.96;42.69
2020-08-03;États-Unis;4713540;155402;1513446;3.30;32.11;64.59
2020-08-03;Ouganda;1195;5;1070;0.42;89.54;10.04
2020-08-03;Uruguay;1291;36;1023;2.79;79.24;17.97
2020-08-03;Ouzbékistan;26066;157;16838;0.60;64.60;34.80
2020-08-03;Vatican;12;0;12;0.00;100.00;0.00
2020-08-03;St-Vincent / Grenadines;55;0;45;0.00;81.82;18.18
2020-08-03;Venezuela;20754;180;11622;0.87;56.00;43.13
2020-08-03;Viet Nam;652;7;374;1.07;57.36;41.56
2020-08-03;Yémen;1734;499;863;28.78;49.77;21.45
2020-08-03;Kosovo;9049;256;4989;2.83;55.13;42.04
2020-08-03;Mayotte;3008;39;2738;1.30;91.02;7.68
2020-08-03;Afrique du Sud;516862;8539;358037;1.65;69.27;29.08
2020-08-03;Zambie;6580;171;4701;2.60;71.44;25.96
2020-08-03;Zimbabwe;4075;80;1057;1.96;25.94;72.10
2020-08-03;Autres;721;15;651;2.08;90.29;7.63
2020-08-02;Autres;721;15;651;2.08;90.29;7.63
2020-08-02;Zimbabwe;3921;70;1016;1.79;25.91;72.30
2020-08-02;Zambie;6347;170;4493;2.68;70.79;26.53
2020-08-02;Afrique du Sud;511485;8366;347227;1.64;67.89;30.48
2020-08-02;Mayotte;2962;39;2721;1.32;91.86;6.82
2020-08-02;Kosovo;8799;249;4863;2.83;55.27;41.90
2020-08-02;Yémen;1734;497;862;28.66;49.71;21.63
2020-08-02;Viet Nam;621;6;373;0.97;60.06;38.97
2020-08-02;Venezuela;20206;174;11404;0.86;56.44;42.70
2020-08-02;St-Vincent / Grenadines;55;0;45;0.00;81.82;18.18
2020-08-02;Vatican;12;0;12;0.00;100.00;0.00
2020-08-02;Ouzbékistan;25336;151;15833;0.60;62.49;36.91
2020-08-02;Uruguay;1286;36;1011;2.80;78.62;18.58
2020-08-02;Ouganda;1182;4;1045;0.34;88.41;11.25
2020-08-02;États-Unis;4667955;154860;1468689;3.32;31.46;65.22
2020-08-02;Ukraine;73761;1749;40755;2.37;55.25;42.38
2020-08-02;Tanzanie;509;21;183;4.13;35.95;59.92
2020-08-02;Taïwan;475;7;441;1.47;92.84;5.68
2020-08-02;Trinité-et-Tobago;182;8;132;4.40;72.53;23.08
2020-08-02;Turquie;232856;5728;216494;2.46;92.97;4.57
2020-08-02;Tunisie;1561;51;1221;3.27;78.22;18.51
2020-08-02;Timor-Leste;24;0;24;0.00;100.00;0.00
2020-08-02;Tadjikistan;7495;61;6276;0.81;83.74;15.45
2020-08-02;Thaïlande;3317;58;3142;1.75;94.72;3.53
2020-08-02;Togo;961;19;660;1.98;68.68;29.34
2020-08-02;Tchad;936;75;813;8.01;86.86;5.13
2020-08-02;Eswatini;2775;43;1214;1.55;43.75;54.70
2020-08-02;Syrie;809;44;256;5.44;31.64;62.92
2020-08-02;El Salvador;17448;467;8634;2.68;49.48;47.84
2020-08-02;Sao Tomé-et-Principe;874;15;787;1.72;90.05;8.24
2020-08-02;Soudan du sud;2429;46;1175;1.89;48.37;49.73
2020-08-02;Suriname;1849;27;1194;1.46;64.58;33.96
2020-08-02;Somalie;3220;93;1598;2.89;49.63;47.48
2020-08-02;Sénégal;10344;209;6838;2.02;66.11;31.87
2020-08-02;Saint-Marin;699;42;657;6.01;93.99;0.00
2020-08-02;Sierra Leone;1843;67;1375;3.64;74.61;21.76
2020-08-02;Slovaquie;2344;29;1742;1.24;74.32;24.45
2020-08-02;Singapour;52825;27;46926;0.05;88.83;11.12
2020-08-02;Slovénie;2180;120;1826;5.50;83.76;10.73
2020-08-02;Suède;80422;5743;0;7.14;0.00;92.86
2020-08-02;Soudan;11738;752;6137;6.41;52.28;41.31
2020-08-02;Seychelles;114;0;39;0.00;34.21;65.79
2020-08-02;Arabie Saoudite;278835;2917;240081;1.05;86.10;12.85
2020-08-02;Rwanda;2062;5;1144;0.24;55.48;44.28
2020-08-02;Russie;849277;14104;648961;1.66;76.41;21.93
2020-08-02;Serbie;26193;590;0;2.25;0.00;97.75
2020-08-02;Roumanie;53186;2413;27592;4.54;51.88;43.58
2020-08-02;Réunion;667;4;592;0.60;88.76;10.64
2020-08-02;Qatar;111107;177;107779;0.16;97.00;2.84
2020-08-02;Paraguay;5644;52;3966;0.92;70.27;28.81
2020-08-02;Portugal;51463;1738;36984;3.38;71.87;24.76
2020-08-02;Palestine;12297;84;5390;0.68;43.83;55.49
2020-08-02;Pologne;46894;1731;34709;3.69;74.02;22.29
2020-08-02;Pakistan;279699;5976;248577;2.14;88.87;8.99
2020-08-02;Philippines;103185;2059;65557;2.00;63.53;34.47
2020-08-02;Papouasie-Nouvelle-Guinée;110;2;34;1.82;30.91;67.27
2020-08-02;Polynésie Française;62;0;62;0.00;100.00;0.00
2020-08-02;Pérou;428850;19614;294187;4.57;68.60;26.83
2020-08-02;Panama;67453;1471;41038;2.18;60.84;36.98
2020-08-02;Oman;79159;421;61421;0.53;77.59;21.88
2020-08-02;Nouvelle-Zélande;1567;22;1518;1.40;96.87;1.72
2020-08-02;Népal;20332;57;14603;0.28;71.82;27.90
2020-08-02;Norvège;9268;255;8752;2.75;94.43;2.82
2020-08-02;Pays-Bas;55408;6169;206;11.13;0.37;88.49
2020-08-02;Nicaragua;3672;116;2492;3.16;67.86;28.98
2020-08-02;Nigéria;43841;888;20308;2.03;46.32;51.65
2020-08-02;Niger;1147;69;1032;6.02;89.97;4.01
2020-08-02;Nouvelle-Calédonie;22;0;22;0.00;100.00;0.00
2020-08-02;Namibie;2294;11;187;0.48;8.15;91.37
2020-08-02;Mozambique;1946;13;654;0.67;33.61;65.72
2020-08-02;Malaisie;8999;125;8664;1.39;96.28;2.33
2020-08-02;Mexique;439046;47746;342527;10.87;78.02;11.11
2020-08-02;Malawi;4231;123;1919;2.91;45.36;51.74
2020-08-02;Maldives;4164;18;2643;0.43;63.47;36.10
2020-08-02;Maurice;344;10;332;2.91;96.51;0.58
2020-08-02;Malte;860;9;666;1.05;77.44;21.51
2020-08-02;Mauritanie;6323;157;5115;2.48;80.90;16.62
2020-08-02;Martinique;269;15;98;5.58;36.43;57.99
2020-08-02;Macao;46;0;46;0.00;100.00;0.00
2020-08-02;Mongolie;293;0;230;0.00;78.50;21.50
2020-08-02;Birmanie;353;6;298;1.70;84.42;13.88
2020-08-02;Mali;2541;124;1943;4.88;76.47;18.65
2020-08-02;Macédoine;11054;497;6882;4.50;62.26;33.25
2020-08-02;Madagascar;11528;114;8444;0.99;73.25;25.76
2020-08-02;Saint Martin;53;3;41;5.66;77.36;16.98
2020-08-02;Montenegro;3258;51;1445;1.57;44.35;54.08
2020-08-02;Moldavie;25362;791;17816;3.12;70.25;26.63
2020-08-02;Monaco;120;4;105;3.33;87.50;9.17
2020-08-02;Maroc;25537;382;18435;1.50;72.19;26.31
2020-08-02;Libye;3837;83;623;2.16;16.24;81.60
2020-08-02;Lettonie;1243;32;1052;2.57;84.63;12.79
2020-08-02;Luxembourg;6855;117;5192;1.71;75.74;22.55
2020-08-02;Lituanie;2110;80;1644;3.79;77.91;18.29
2020-08-02;Lesotho;718;19;173;2.65;24.09;73.26
2020-08-02;Libéria;1207;77;673;6.38;55.76;37.86
2020-08-02;Sri Lanka;2823;11;2514;0.39;89.05;10.56
2020-08-02;Liechtenstein;89;1;85;1.12;95.51;3.37
2020-08-02;Sainte-Lucie;25;0;22;0.00;88.00;12.00
2020-08-02;Liban;4885;62;1795;1.27;36.75;61.99
2020-08-02;Laos;20;0;19;0.00;95.00;5.00
2020-08-02;Kazakhstan;92662;793;62511;0.86;67.46;31.68
2020-08-02;Koweït;67911;457;59213;0.67;87.19;12.14
2020-08-02;Corée du Sud;14389;301;13280;2.09;92.29;5.62
2020-08-02;Saint-Kitts-et-Nevis;17;0;16;0.00;94.12;5.88
2020-08-02;Comores;386;7;330;1.81;85.49;12.69
2020-08-02;Cambodge;240;0;196;0.00;81.67;18.33
2020-08-02;Kirghizistan;36719;1409;27274;3.84;74.28;21.89
2020-08-02;Kenya;22053;369;8477;1.67;38.44;59.89
2020-08-02;Japon;39116;1013;25748;2.59;65.82;31.59
2020-08-02;Jordanie;1213;11;1099;0.91;90.60;8.49
2020-08-02;Jamaïque;894;12;743;1.34;83.11;15.55
2020-08-02;Italie;248070;35154;200460;14.17;80.81;5.02
2020-08-02;Iran;309437;17190;268102;5.56;86.64;7.80
2020-08-02;Islande;1907;10;1825;0.52;95.70;3.78
2020-08-02;Iraq;129151;4868;91886;3.77;71.15;25.08
2020-08-02;Inde;1803695;38135;1186203;2.11;65.77;32.12
2020-08-02;Israël;72815;536;45677;0.74;62.73;36.53
2020-08-02;Irlande;26162;1763;23364;6.74;89.31;3.96
2020-08-02;Indonésie;111455;5236;68975;4.70;61.89;33.42
2020-08-02;Hongrie;4535;597;3389;13.16;74.73;12.11
2020-08-02;Haïti;7468;165;4606;2.21;61.68;36.11
2020-08-02;Croatie;5260;149;4373;2.83;83.14;14.03
2020-08-02;Honduras;43197;1377;5794;3.19;13.41;83.40
2020-08-02;Hong-Kong;3511;35;1959;1.00;55.80;43.21
2020-08-02;Guyana;474;21;185;4.43;39.03;56.54
2020-08-02;Guinée-Bissau;1981;27;803;1.36;40.54;58.10
2020-08-02;Guatemala;51306;1995;38416;3.89;74.88;21.24
2020-08-02;Grèce;4662;208;1374;4.46;29.47;66.07
2020-08-02;Guinée Équatoriale;4821;83;2182;1.72;45.26;53.02
2020-08-02;Guadeloupe;265;14;179;5.28;67.55;27.17
2020-08-02;Gambie;498;9;68;1.81;13.65;84.54
2020-08-02;Guinée;7317;46;6480;0.63;88.56;10.81
2020-08-02;Gibraltar;188;0;183;0.00;97.34;2.66
2020-08-02;Ghana;37014;182;33365;0.49;90.14;9.37
2020-08-02;Guyane Française;7857;43;6531;0.55;83.12;16.33
2020-08-02;Géorgie;1177;17;955;1.44;81.14;17.42
2020-08-02;Grenade;24;0;23;0.00;95.83;4.17
2020-08-02;Royaume-Uni;306131;46286;1261;15.12;0.41;84.47
2020-08-02;Gabon;7531;50;5223;0.66;69.35;29.98
2020-08-02;France;227557;30265;81500;13.30;35.82;50.88
2020-08-02;Îles Féroé;225;0;192;0.00;85.33;14.67
2020-08-02;Fidji;27;1;18;3.70;66.67;29.63
2020-08-02;Finlande;7453;329;6950;4.41;93.25;2.33
2020-08-02;Éthiopie;18706;310;7601;1.66;40.63;57.71
2020-08-02;Espagne;288522;28445;150376;9.86;52.12;38.02
2020-08-02;Érythrée;279;0;225;0.00;80.65;19.35
2020-08-02;Sahara Occidental;10;1;8;10.00;80.00;10.00
2020-08-02;Égypte;94483;4865;42455;5.15;44.93;49.92
2020-08-02;Estonie;2079;63;1934;3.03;93.03;3.94
2020-08-02;Équateur;86232;5736;36213;6.65;41.99;51.35
2020-08-02;Algérie;31465;1231;21419;3.91;68.07;28.02
2020-08-02;République Dominicaine;72243;1178;38244;1.63;52.94;45.43
2020-08-02;Dominique;18;0;18;0.00;100.00;0.00
2020-08-02;Danemark;13803;615;12591;4.46;91.22;4.33
2020-08-02;Djibouti;5161;59;5019;1.14;97.25;1.61
2020-08-02;Allemagne;211220;9154;192908;4.33;91.33;4.34
2020-08-02;République Tchèque;16800;384;11605;2.29;69.08;28.64
2020-08-02;Chypre;1150;19;856;1.65;74.43;23.91
2020-08-02;Cap-vert;2547;24;1860;0.94;73.03;26.03
2020-08-02;Cuba;2646;87;2369;3.29;89.53;7.18
2020-08-02;Costa Rica;18975;162;4585;0.85;24.16;74.98
2020-08-02;Colombie;317651;10650;167239;3.35;52.65;44.00
2020-08-02;Chine;84428;4634;79013;5.49;93.59;0.93
2020-08-02;Cameroun;17255;391;15320;2.27;88.79;8.95
2020-08-02;Chili;359731;9608;332411;2.67;92.41;4.92
2020-08-02;Côte d'Ivoire;16182;102;11801;0.63;72.93;26.44
2020-08-02;Suisse;35550;1981;31500;5.57;88.61;5.82
2020-08-02;Congo (Brazzaville);3200;54;829;1.69;25.91;72.41
2020-08-02;République Centrafricaine;4614;59;1635;1.28;35.44;63.29
2020-08-02;Rép. Dém. du Congo;9115;215;7319;2.36;80.30;17.35
2020-08-02;Canada;118768;8990;103201;7.57;86.89;5.54
2020-08-02;Belize;57;2;30;3.51;52.63;43.86
2020-08-02;Bélarus;68067;567;62896;0.83;92.40;6.76
2020-08-02;Botswana;804;2;63;0.25;7.84;91.92
2020-08-02;Bhoutan;102;0;89;0.00;87.25;12.75
2020-08-02;Bahamas;648;14;91;2.16;14.04;83.80
2020-08-02;Brésil;2733677;94104;2062876;3.44;75.46;21.10
2020-08-02;Bolivie;80153;3153;24156;3.93;30.14;65.93
2020-08-02;Brunéi Darussalam;141;3;138;2.13;97.87;0.00
2020-08-02;Saint Barthélemy;9;0;6;0.00;66.67;33.33
2020-08-02;Bénin;1805;36;1036;1.99;57.40;40.61
2020-08-02;Burundi;395;1;304;0.25;76.96;22.78
2020-08-02;Bahreïn;41536;147;38666;0.35;93.09;6.56
2020-08-02;Bulgarie;11955;388;6420;3.25;53.70;43.05
2020-08-02;Burkina Faso;1143;53;945;4.64;82.68;12.69
2020-08-02;Belgique;69849;9845;17590;14.09;25.18;60.72
2020-08-02;Bangladesh;240746;3154;136839;1.31;56.84;41.85
2020-08-02;Barbade;132;7;98;5.30;74.24;20.45
2020-08-02;Bosnie-Herzégovine;12296;352;6312;2.86;51.33;45.80
2020-08-02;Azerbaïdjan;32443;462;27113;1.42;83.57;15.00
2020-08-02;Australie;18318;221;10622;1.21;57.99;40.81
2020-08-02;Autriche;21304;718;18984;3.37;89.11;7.52
2020-08-02;Argentine;201919;3648;89026;1.81;44.09;54.10
2020-08-02;Angola;1199;55;461;4.59;38.45;56.96
2020-08-02;Albanie;5519;166;3018;3.01;54.68;42.31
2020-08-02;Arménie;39050;754;29750;1.93;76.18;21.88
2020-08-02;Antigua-et-Barbuda;91;3;67;3.30;73.63;23.08
2020-08-02;Afghanistan;36710;1284;25510;3.50;69.49;27.01
2020-08-02;Émirats Arabes Unis;60999;351;54615;0.58;89.53;9.89
2020-08-02;Andorre;925;52;807;5.62;87.24;7.14
2020-08-01;Andorre;925;52;807;5.62;87.24;7.14
2020-08-01;Émirats Arabes Unis;60760;351;54255;0.58;89.29;10.13
2020-08-01;Afghanistan;36710;1283;25509;3.49;69.49;27.02
2020-08-01;Antigua-et-Barbuda;91;3;67;3.30;73.63;23.08
2020-08-01;Arménie;38841;749;29557;1.93;76.10;21.97
2020-08-01;Albanie;5396;161;2961;2.98;54.87;42.14
2020-08-01;Angola;1164;54;460;4.64;39.52;55.84
2020-08-01;Argentine;196543;3596;86499;1.83;44.01;54.16
2020-08-01;Autriche;21212;718;18911;3.38;89.15;7.46
2020-08-01;Australie;17895;208;10204;1.16;57.02;41.82
2020-08-01;Azerbaïdjan;32157;454;26474;1.41;82.33;16.26
2020-08-01;Bosnie-Herzégovine;11876;339;5959;2.85;50.18;46.97
2020-08-01;Barbade;122;7;98;5.74;80.33;13.93
2020-08-01;Bangladesh;239860;3132;136253;1.31;56.81;41.89
2020-08-01;Belgique;69402;9845;17573;14.19;25.32;60.49
2020-08-01;Burkina Faso;1143;53;935;4.64;81.80;13.56
2020-08-01;Bulgarie;11836;385;6396;3.25;54.04;42.71
2020-08-01;Bahreïn;41190;147;38211;0.36;92.77;6.88
2020-08-01;Burundi;395;1;304;0.25;76.96;22.78
2020-08-01;Bénin;1805;36;1036;1.99;57.40;40.61
2020-08-01;Saint Barthélemy;9;0;6;0.00;66.67;33.33
2020-08-01;Brunéi Darussalam;141;3;138;2.13;97.87;0.00
2020-08-01;Bolivie;78793;3064;23968;3.89;30.42;65.69
2020-08-01;Brésil;2707877;93563;2037982;3.46;75.26;21.28
2020-08-01;Bahamas;599;14;91;2.34;15.19;82.47
2020-08-01;Bhoutan;102;0;89;0.00;87.25;12.75
2020-08-01;Botswana;804;2;63;0.25;7.84;91.92
2020-08-01;Bélarus;67946;563;62686;0.83;92.26;6.91
2020-08-01;Belize;56;2;30;3.57;53.57;42.86
2020-08-01;Canada;118523;8986;103072;7.58;86.96;5.45
2020-08-01;Rép. Dém. du Congo;9084;215;7030;2.37;77.39;20.24
2020-08-01;République Centrafricaine;4614;59;1635;1.28;35.44;63.29
2020-08-01;Congo (Brazzaville);3200;54;829;1.69;25.91;72.41
2020-08-01;Suisse;35412;1981;31300;5.59;88.39;6.02
2020-08-01;Côte d'Ivoire;16109;102;11750;0.63;72.94;26.43
2020-08-01;Chili;357658;9533;330507;2.67;92.41;4.93
2020-08-01;Cameroun;17255;391;15320;2.27;88.79;8.95
2020-08-01;Chine;84385;4634;79003;5.49;93.62;0.89
2020-08-01;Colombie;306181;10330;160708;3.37;52.49;44.14
2020-08-01;Costa Rica;18187;154;4531;0.85;24.91;74.24
2020-08-01;Cuba;2633;87;2367;3.30;89.90;6.80
2020-08-01;Cap-vert;2480;24;1837;0.97;74.07;24.96
2020-08-01;Chypre;1124;19;852;1.69;75.80;22.51
2020-08-01;République Tchèque;16699;383;11587;2.29;69.39;28.32
2020-08-01;Allemagne;211005;9154;192636;4.34;91.29;4.37
2020-08-01;Djibouti;5084;58;4999;1.14;98.33;0.53
2020-08-01;Danemark;13803;615;12591;4.46;91.22;4.33
2020-08-01;Dominique;18;0;18;0.00;100.00;0.00
2020-08-01;République Dominicaine;71415;1170;37509;1.64;52.52;45.84
2020-08-01;Algérie;30950;1223;20988;3.95;67.81;28.24
2020-08-01;Équateur;86232;5736;36213;6.65;41.99;51.35
2020-08-01;Estonie;2072;69;1934;3.33;93.34;3.33
2020-08-01;Égypte;94316;4834;41137;5.13;43.62;51.26
2020-08-01;Sahara Occidental;10;1;8;10.00;80.00;10.00
2020-08-01;Érythrée;279;0;225;0.00;80.65;19.35
2020-08-01;Espagne;288522;28445;150376;9.86;52.12;38.02
2020-08-01;Éthiopie;17999;284;7195;1.58;39.97;58.45
2020-08-01;Finlande;7443;329;6950;4.42;93.38;2.20
2020-08-01;Fidji;27;1;18;3.70;66.67;29.63
2020-08-01;Îles Féroé;225;0;189;0.00;84.00;16.00
2020-08-01;France;227557;30265;81500;13.30;35.82;50.88
2020-08-01;Gabon;7531;50;5223;0.66;69.35;29.98
2020-08-01;Royaume-Uni;305384;46278;1259;15.15;0.41;84.43
2020-08-01;Grenade;24;0;23;0.00;95.83;4.17
2020-08-01;Géorgie;1171;17;947;1.45;80.87;17.68
2020-08-01;Guyane Française;7857;43;6531;0.55;83.12;16.33
2020-08-01;Ghana;37014;182;33365;0.49;90.14;9.37
2020-08-01;Gibraltar;188;0;182;0.00;96.81;3.19
2020-08-01;Guinée;7308;46;6458;0.63;88.37;11.00
2020-08-01;Gambie;498;9;68;1.81;13.65;84.54
2020-08-01;Guadeloupe;265;14;179;5.28;67.55;27.17
2020-08-01;Guinée Équatoriale;4821;83;2182;1.72;45.26;53.02
2020-08-01;Grèce;4587;206;1374;4.49;29.95;65.55
2020-08-01;Guatemala;50979;1959;37873;3.84;74.29;21.87
2020-08-01;Guinée-Bissau;1981;27;803;1.36;40.54;58.10
2020-08-01;Guyana;430;20;185;4.65;43.02;52.33
2020-08-01;Hong-Kong;3396;33;1858;0.97;54.71;44.32
2020-08-01;Honduras;42685;1368;5694;3.20;13.34;83.46
2020-08-01;Croatie;5224;145;4341;2.78;83.10;14.13
2020-08-01;Haïti;7468;165;4606;2.21;61.68;36.11
2020-08-01;Hongrie;4526;597;3364;13.19;74.33;12.48
2020-08-01;Indonésie;109936;5193;67919;4.72;61.78;33.50
2020-08-01;Irlande;26109;1763;23364;6.75;89.49;3.76
2020-08-01;Israël;72218;526;45102;0.73;62.45;36.82
2020-08-01;Inde;1750723;37364;1145629;2.13;65.44;32.43
2020-08-01;Iraq;126704;4805;89275;3.79;70.46;25.75
2020-08-01;Islande;1893;10;1825;0.53;96.41;3.06
2020-08-01;Iran;306752;16982;265830;5.54;86.66;7.80
2020-08-01;Italie;247832;35146;200229;14.18;80.79;5.03
2020-08-01;Jamaïque;883;10;743;1.13;84.14;14.72
2020-08-01;Jordanie;1208;11;1094;0.91;90.56;8.53
2020-08-01;Japon;37804;1012;25347;2.68;67.05;30.27
2020-08-01;Kenya;21363;364;8419;1.70;39.41;58.89
2020-08-01;Kirghizistan;36299;1397;26419;3.85;72.78;23.37
2020-08-01;Cambodge;240;0;196;0.00;81.67;18.33
2020-08-01;Comores;386;7;330;1.81;85.49;12.69
2020-08-01;Saint-Kitts-et-Nevis;17;0;16;0.00;94.12;5.88
2020-08-01;Corée du Sud;14366;301;13259;2.10;92.29;5.61
2020-08-01;Koweït;67448;453;58525;0.67;86.77;12.56
2020-08-01;Kazakhstan;90367;793;60825;0.88;67.31;31.81
2020-08-01;Laos;20;0;19;0.00;95.00;5.00
2020-08-01;Liban;4730;61;1761;1.29;37.23;61.48
2020-08-01;Sainte-Lucie;25;0;22;0.00;88.00;12.00
2020-08-01;Liechtenstein;88;1;85;1.14;96.59;2.27
2020-08-01;Sri Lanka;2815;11;2439;0.39;86.64;12.97
2020-08-01;Libéria;1189;75;673;6.31;56.60;37.09
2020-08-01;Lesotho;702;14;171;1.99;24.36;73.65
2020-08-01;Lituanie;2093;80;1644;3.82;78.55;17.63
2020-08-01;Luxembourg;6793;116;5192;1.71;76.43;21.86
2020-08-01;Lettonie;1238;32;1052;2.58;84.98;12.44
2020-08-01;Libye;3691;80;619;2.17;16.77;81.06
2020-08-01;Maroc;25015;367;17960;1.47;71.80;26.74
2020-08-01;Monaco;120;4;105;3.33;87.50;9.17
2020-08-01;Moldavie;25113;788;17571;3.14;69.97;26.89
2020-08-01;Montenegro;3198;50;1293;1.56;40.43;58.01
2020-08-01;Saint Martin;53;3;41;5.66;77.36;16.98
2020-08-01;Madagascar;11273;107;8109;0.95;71.93;27.12
2020-08-01;Macédoine;10891;493;6698;4.53;61.50;33.97
2020-08-01;Mali;2535;124;1937;4.89;76.41;18.70
2020-08-01;Birmanie;353;6;297;1.70;84.14;14.16
2020-08-01;Mongolie;293;0;230;0.00;78.50;21.50
2020-08-01;Macao;46;0;46;0.00;100.00;0.00
2020-08-01;Martinique;269;15;98;5.58;36.43;57.99
2020-08-01;Mauritanie;6319;157;5043;2.48;79.81;17.71
2020-08-01;Malte;845;9;665;1.07;78.70;20.24
2020-08-01;Maurice;344;10;332;2.91;96.51;0.58
2020-08-01;Maldives;3949;17;2613;0.43;66.17;33.40
2020-08-01;Malawi;4186;120;1914;2.87;45.72;51.41
2020-08-01;Mexique;434193;47472;334867;10.93;77.12;11.94
2020-08-01;Malaisie;8985;125;8647;1.39;96.24;2.37
2020-08-01;Mozambique;1907;12;645;0.63;33.82;65.55
2020-08-01;Namibie;2224;11;171;0.49;7.69;91.82
2020-08-01;Nouvelle-Calédonie;22;0;22;0.00;100.00;0.00
2020-08-01;Niger;1136;69;1028;6.07;90.49;3.43
2020-08-01;Nigéria;43537;883;20087;2.03;46.14;51.83
2020-08-01;Nicaragua;3672;116;2492;3.16;67.86;28.98
2020-08-01;Pays-Bas;55021;6167;200;11.21;0.36;88.43
2020-08-01;Norvège;9253;255;8752;2.76;94.59;2.66
2020-08-01;Népal;20086;56;14492;0.28;72.15;27.57
2020-08-01;Nouvelle-Zélande;1565;22;1518;1.41;97.00;1.60
2020-08-01;Oman;79159;421;61421;0.53;77.59;21.88
2020-08-01;Panama;66383;1449;40081;2.18;60.38;37.44
2020-08-01;Pérou;407492;19021;287127;4.67;70.46;24.87
2020-08-01;Polynésie Française;62;0;62;0.00;100.00;0.00
2020-08-01;Papouasie-Nouvelle-Guinée;91;2;34;2.20;37.36;60.44
2020-08-01;Philippines;98232;2039;65265;2.08;66.44;31.48
2020-08-01;Pakistan;278305;5951;247177;2.14;88.82;9.05
2020-08-01;Pologne;46346;1721;34374;3.71;74.17;22.12
2020-08-01;Palestine;12160;83;5324;0.68;43.78;55.53
2020-08-01;Portugal;51310;1737;36783;3.39;71.69;24.93
2020-08-01;Paraguay;5485;52;3786;0.95;69.02;30.03
2020-08-01;Qatar;110911;174;107578;0.16;96.99;2.85
2020-08-01;Réunion;664;4;592;0.60;89.16;10.24
2020-08-01;Roumanie;52111;2379;27346;4.57;52.48;42.96
2020-08-01;Serbie;25882;582;0;2.25;0.00;97.75
2020-08-01;Russie;843890;14034;645316;1.66;76.47;21.87
2020-08-01;Rwanda;2042;5;1119;0.24;54.80;44.96
2020-08-01;Arabie Saoudite;277478;2887;237548;1.04;85.61;13.35
2020-08-01;Seychelles;114;0;39;0.00;34.21;65.79
2020-08-01;Soudan;11738;752;6137;6.41;52.28;41.31
2020-08-01;Suède;80422;5743;0;7.14;0.00;92.86
2020-08-01;Slovénie;2171;119;1821;5.48;83.88;10.64
2020-08-01;Singapour;52512;27;46740;0.05;89.01;10.94
2020-08-01;Slovaquie;2337;29;1742;1.24;74.54;24.22
2020-08-01;Sierra Leone;1823;67;1362;3.68;74.71;21.61
2020-08-01;Saint-Marin;699;42;657;6.01;93.99;0.00
2020-08-01;Sénégal;10284;209;6822;2.03;66.34;31.63
2020-08-01;Somalie;3212;93;1562;2.90;48.63;48.47
2020-08-01;Suriname;1760;26;1161;1.48;65.97;32.56
2020-08-01;Soudan du sud;2352;46;1175;1.96;49.96;48.09
2020-08-01;Sao Tomé-et-Principe;874;15;782;1.72;89.47;8.81
2020-08-01;El Salvador;17050;459;8495;2.69;49.82;47.48
2020-08-01;Syrie;780;43;237;5.51;30.38;64.10
2020-08-01;Eswatini;2706;43;1214;1.59;44.86;53.55
2020-08-01;Tchad;936;75;813;8.01;86.86;5.13
2020-08-01;Togo;958;19;647;1.98;67.54;30.48
2020-08-01;Thaïlande;3312;58;3135;1.75;94.66;3.59
2020-08-01;Tadjikistan;7451;60;6233;0.81;83.65;15.54
2020-08-01;Timor-Leste;24;0;24;0.00;100.00;0.00
2020-08-01;Tunisie;1552;51;1217;3.29;78.41;18.30
2020-08-01;Turquie;231869;5710;215516;2.46;92.95;4.59
2020-08-01;Trinité-et-Tobago;173;8;132;4.62;76.30;19.08
2020-08-01;Taïwan;474;7;441;1.48;93.04;5.49
2020-08-01;Tanzanie;509;21;183;4.13;35.95;59.92
2020-08-01;Ukraine;72609;1733;40516;2.39;55.80;41.81
